Delay of IMU in ms with 8 index offset

2,15923: 162.26
2,15924: 161.092
2,15925: 161.242
2,15926: 162.679
2,15927: 160.488
2,15928: 158.332
2,15929: 161.26
2,15930: 160.485
2,15931: 159.374
2,15932: 158.5
2,15933: 158.182
2,15934: 158.317
2,15935: 158.715
2,15936: 162.315
2,15937: 160.499
2,15938: 160.584
2,15939: 159.283
2,15940: 161.68

===> The IMU filter is about 160 ms late

