2 1.437385198 0.03167537929239 1.30150445 0.045925811492591 0.909455738 0.012464599611689
4 1.36875323 0.022659801598318 1.44391525 0.035507733471723 0.90358242 0.0051497496060834
6 1.418344286 0.015829880786658 1.509928312 0.028191544111648 0.900179098 0.0029263783489591
8 1.413833304 0.012072772776559 1.500737704 0.023705761382096 0.903276878 0.0025722359970272
10 1.414861984 0.010769586341547 1.495000184 0.021219302431454 0.898553396 0.0022496359392588
12 1.41349816 0.0092605652045571 1.500750958 0.018266119600378 0.90043378 0.0018367873666273
14 1.41187006 0.0073879598203491 1.4959073 0.016281988821093 0.897459362 0.0016243870749547
16 1.41434552 0.00611517676964 1.48766606 0.01330636556283 0.899601052 0.0014374628458134
18 1.41359544 0.0048538980096774 1.50347896 0.011015905628776 0.899140188 0.001158894593163
20 1.41654808 0.0039849526798988 1.48583134 0.00895024767698 0.900100014 0.00084463972455513
