2 0.0026995337856 0.00092309280523947 1.024684212 0.0082713859728107 0.0075694953108 0.0081700833166695 0.009864922958 0.0061896859778756 -0.00171266907364 0.00085548109194807 0.005645404236 0.0071365402669043 1.008043394 0.0073602217090313 0.053675969918 0.0063178999386525 0.0019918350324 0.0011339418706722 -0.0086329549142 0.0074800776933795 0.000795629448 0.0082330110908813 1.052235314 0.0053007205310508
4 0.00204547609912 0.00064919125001719 1.16045496 0.011841853252821 -0.017351650526 0.013549639845997 0.0202730456296 0.0049994612116082 -0.0007033904326 0.00060688231018724 0.014656994888 0.012828844173527 1.063616584 0.012338115011799 0.078742000748 0.0047769951449634 0.0010712820584 0.00067795431949118 -0.02704895682 0.012342421589493 0.0037642641337 0.013841381090708 1.059147668 0.0029302101377284
6 0.00026190919888 0.0005106286650102 1.242033228 0.011875941005603 -0.03583394906 0.015560926143977 0.014060120983 0.0038616746232644 0.00065314452632 0.00048548523368361 0.0546471659342 0.016734932985318 1.10917757 0.015963193289608 0.072506068514 0.0040343308167493 0.0007929115748 0.00068557958015706 -0.067701378122 0.023433210727928 0.01756253984 0.02692861011797 1.05765702 0.0028434460748706
8 0.00041339830656 0.000295845522938 1.24767695 0.0060562818545792 -0.0590794428758 0.010550838355067 0.0105355312112 0.0024212834001716 0.00040908647708 0.00029984638605667 0.070079121518 0.011933287246769 1.11949221 0.011600966891892 0.07062727262 0.0024231041457665 0.0007780197348 0.00052268715544215 -0.095671620624 0.013282028201973 0.022125573074 0.022035381192187 1.05588731 0.001853448433646
10 0.00043758701344 0.00019636734881475 1.25446842 0.0043323858955367 -0.069874218592 0.0076808456338447 0.00935211020794 0.0015544359767629 0.0003295243414 0.00024046898489449 0.0717542330116 0.0088270286101965 1.119954522 0.0078553743893872 0.06935754862 0.0017524741678578 0.0008278441886 0.00040347257287308 -0.10240182634 0.0097824687790501 0.024793777184 0.016169286451516 1.0544709 0.0012516885669774
12 0.00038131538154 0.0001555856687708 1.25592024 0.0033978557295012 -0.0736684815572 0.005961352624143 0.0074271438348 0.0011835318767989 0.0006654260305 0.0001857842344543 0.0713728379274 0.007296194260804 1.119132564 0.0065181943437866 0.068759677 0.0014410197836474 0.00034947370808 0.0003190207815948 -0.093901455372 0.0065361252971307 0.0187851977742 0.011706625384091 1.05387114 0.00088807371384251
14 0.00035693290788 0.00012496282899513 1.25423972 0.0026796707374922 -0.0742358882582 0.0048331555328792 0.007778058429 0.00099674971880829 0.00063824856622 0.0001486428708997 0.067697082008 0.0057181330114767 1.11225089 0.0048669321031927 0.0702656012 0.0012693569566802 0.00069319004764 0.0002399663331759 -0.08948315956 0.0052457857168343 0.007487378422 0.0097775386963008 1.05383098 0.00066791591326964
16 0.0002041874278 9.9813513936581E-5 1.25881534 0.0023004506585177 -0.06933657526 0.0042174850061758 0.00650918853396 0.00076427024973517 0.00084122587378 0.00012237782165838 0.06633072994 0.0050654894624809 1.114487 0.0043276348844332 0.0689415646 0.0010502343990813 0.0005041019856 0.00021199152012234 -0.08947088522 0.0037715106710378 -0.011297652554 0.0068992178559177 1.05346364 0.00055949372417881
18 0.00016118762264 8.3054583556542E-5 1.25583996 0.0018191476993887 -0.068919099126 0.0034626599547523 0.0069155516388 0.00065005337300659 0.00080100582508 0.00010525701203256 0.061095976694 0.0045095862465445 1.1147505 0.0034786897822749 0.0697101084 0.00088946503781281 0.000713984613 0.00018713187847079 -0.0883014529 0.0028947929545543 -0.0136675633602 0.0061814090192836 1.0538263 0.00044530157280324
20 9.856555494E-5 7.1547660758874E-5 1.25774534 0.0014521699645988 -0.06310908396 0.0027302060882801 0.006414896362 0.00054170567035347 0.00082727602664 8.258704156631E-5 0.059141168748 0.0035489857699798 1.1087543 0.0025284588098116 0.0701401708 0.00067325985872561 0.00079783478654 0.00014665354565125 -0.08434342454 0.0023606407773117 -0.0244639361034 0.0043750781404803 1.05319538 0.0003719851697093
