-0.037448592909646 -1.3381460950842 1.48404
0.029557576262945 -1.3274309651675 1.54462
-0.030343177362303 -1.3557704907865 1.60089
0.018681469420508 -1.0839590292535 1.5909
0.033843440767156 -0.98724208034354 1.56085
0.058484627411072 -0.76393155468641 1.56568
0.049072254918586 -0.5918430887264 1.59372
0.074275524494494 -0.44366662229885 1.5713
0.083790553423036 -0.27515688357928 1.65058
0.031869449863914 -0.19649229441729 1.61861
0.004155133443576 -0.19064072351433 1.66093
0.012912949630835 -0.24204579697204 1.72893
-0.0078338388419148 -0.22258418688891 1.62684
-0.0021560986601687 -0.21494218629103 1.58292
-0.012880439915552 -0.21494842596209 1.56154
-0.0097543740407478 -0.22102686431987 1.51774
-0.020422987795303 -0.21165797043937 1.53272
-0.032982893531683 -0.21440892587595 1.5083
-0.041582015921197 -0.23096776336305 1.4737
-0.054782811482432 -0.22664823888811 1.41921
-0.066737779430315 -0.21294182966649 1.39162
-0.06348127848271 -0.20024028347513 1.33152
-0.067119578006011 -0.20756252858668 1.24922
-0.099209059874437 -0.21037474010639 1.23909
-0.069850885127858 -0.18953639716649 1.203
-0.098911539716308 -0.1882470587073 1.17806
-0.096479667154872 -0.1975970781026 1.16141
-0.10087601689342 -0.18658010620567 1.1484
-0.12425114582458 -0.19424968386661 1.09562
-0.15275087632653 -0.20053809993485 1.04615
-0.12187092342108 -0.18307201684991 0.954895
-0.1271228903088 -0.16136030230369 0.930204
-0.14417277849181 -0.16793206615162 0.954047
-0.15267878501157 -0.16875486301553 0.881622
-0.15418667442546 -0.15153785260989 0.865209
-0.16619375767271 -0.13943205112034 0.795393
-0.17870012117803 -0.13497767739503 0.752838
-0.17941963458917 -0.12548110514691 0.653831
-0.18533388386096 -0.10799088153178 0.638253
-0.1863104303689 -0.10946436534214 0.55484
-0.197951690512 -0.089743953826663 0.528686
-0.1886022871277 -0.07878908359792 0.477768
-0.19987612377937 -0.071298443790403 0.409913
-0.22398468682182 -0.068342257135165 0.340068
-0.19978757590017 -0.057812358297647 0.299978
-0.20317490769493 -0.049551122925279 0.247389
-0.21954639286076 -0.039868560932531 0.237357
-0.21537821017828 -0.033467834548993 0.191062
-0.21591379098606 -0.014453251226833 0.119953
-0.21523260299603 -0.016393271288951 0.0778341
