2 0.00837383137114 0.00095598140989527 1.051136152 0.0088382466253732 -0.003512328382 0.009738511226332 -0.003716050806 0.0084337825624033 -0.00231011244 0.0011190532581927 0.0007991601176 0.0092849995623709 1.031964364 0.00966056293207 0.0922273441826 0.0080947941993121 -0.0022191847194 0.0017628193686542 -0.011439179174 0.01043286423015 0.001539601918 0.0088518760818027 0.93063719 0.0066348681568173
4 0.008631129126 0.00082012138888973 1.251211916 0.02428074298725 -0.07628500042 0.030449893957178 -0.0067121264424 0.007344128375451 0.0001611475024 0.00090400122542024 -0.035768584082 0.027993545067771 1.221548686 0.030520745021452 0.120624161066 0.0067919206161164 -0.001901380788 0.0012202873752878 -0.08645465893 0.03748095795834 -0.06689304948 0.036661577807941 0.911261482 0.0054453060506297
6 0.008893189575 0.00063735570903356 1.30897828 0.019215321857104 -0.144438400028 0.028863836000338 -0.003519456258 0.0054256126920759 -0.0012914156294 0.00075277084563208 -0.049677474406 0.02983065748061 1.350660898 0.031922293941457 0.11120759128 0.0049351137570918 -0.0015193492562 0.0010681617762202 -0.2476570353404 0.045223243846298 0.005539432768 0.049019960140442 0.905586566 0.0043508034806849
8 0.00959121122 0.00041382871120735 1.305424396 0.013633136015291 -0.131522933232 0.020093595233385 -0.0034863489304 0.0037455272927369 -0.002016093718 0.00057936641157238 -0.082249099058 0.023900188830769 1.388206042 0.023369997047919 0.10650229312 0.0037177308201935 -0.0004226690018 0.00085199762520805 -0.328103771406 0.035520979289564 0.023385825696 0.041294671459518 0.90738888 0.0031506048556458
10 0.009327178322 0.00037786270844731 1.315044008 0.011478282124396 -0.132617718392 0.015902418275133 -0.0077164732546 0.0029460600898739 -0.00179730273082 0.00047702569993712 -0.0930549258908 0.01957686294573 1.404821132 0.021707296645419 0.10282572422 0.0029285063133475 -0.00084718153642 0.00069079114906995 -0.36447025652 0.028593027535442 0.01195903742 0.032498097984086 0.906038268 0.0025077341675729
12 0.009507075466 0.00028030222245405 1.315671934 0.0087076913774325 -0.13624649158 0.012878005713939 -0.00520783758698 0.0023522537230941 -0.0022191082022 0.00038723602673792 -0.103511741602 0.014805195146101 1.412133132 0.017498298620741 0.1037473432 0.0025101540319577 -0.000736993299 0.00054991304009473 -0.37715815176 0.022041888901027 0.035536385566 0.026209586204288 0.908194666 0.0019769471427086
14 0.01000766444 0.00024512822265028 1.30394908 0.0075598886430616 -0.148176611384 0.0117340422658 -0.0052482278013 0.0019822736525047 -0.00198428522018 0.00034351611193968 -0.112832777428 0.013532363075352 1.431352804 0.016505488915825 0.1014399208 0.0023073350120205 -0.000802127204 0.00050829591760742 -0.4033849517 0.018415479192779 0.07930251256 0.021715102014416 0.909247418 0.0016788206125497
16 0.00973047414 0.00020042225525291 1.306601154 0.0064020841978331 -0.145725563242 0.0092482145668774 -0.0047379953858 0.0015577855871667 -0.0021510126172 0.00027227374809096 -0.103825801174 0.011068003479655 1.42945532 0.013876329890383 0.099340867 0.001931279407708 -0.00059710292028 0.00042151392803143 -0.41357022626 0.014354869478005 0.072724172492 0.018425212457451 0.908282026 0.0013712970033997
18 0.00975465356 0.00016305897288537 1.30016624 0.0054340352767468 -0.152410306876 0.0078425736705852 -0.00351110064112 0.0014774936691768 -0.00188991251132 0.00024418441958368 -0.100212062906 0.0094322640956272 1.43118332 0.01137699437865 0.1003277486 0.0015707007575176 -0.0002174861208 0.00035703740562787 -0.417163251 0.012584729425648 0.069588995322 0.015542449266169 0.907237284 0.0011453545440216
20 0.0096983902 0.0001277600918916 1.30409086 0.004470805179842 -0.162337985694 0.0064544759324926 -0.0029496805576 0.0012409755132764 -0.0019841455348 0.00018440177845676 -0.090280183925 0.007681137642086 1.42028354 0.0092871703932607 0.1000839164 0.0013014390224838 -0.0002668600788 0.00031162879643305 -0.4208045718 0.0094647678925235 0.0966824679426 0.013328906106083 0.906418788 0.00091926354261538
