0.073085714821036 -1.3468585018067 1.55603
0.081727562764151 -1.3339888026459 1.56256
0.15007053189041 -1.2830131460972 1.59637
0.13442016224726 -1.2931423866232 1.62205
0.17105818061266 -1.1415650112655 1.65281
0.14396007545993 -1.0028902958816 1.68633
0.17045433838412 -0.81661393346062 1.75134
0.092480788155618 -0.59245644564231 1.71619
0.13013370879546 -0.48836196641849 1.80553
0.056896794531748 -0.46042885175998 1.67741
-0.017990245504137 -0.50745120353262 1.74546
-0.059619338578167 -0.51385896129532 1.62815
-0.12955795658892 -0.55608918368235 1.64655
-0.18272076310109 -0.52335390156925 1.4909
-0.2466158264312 -0.5245776515347 1.47996
-0.28875398231714 -0.48343045011666 1.30927
-0.33166903732525 -0.47746616273904 1.20725
-0.38294211584549 -0.44783958287849 1.06088
-0.43057089618292 -0.39354236409342 1.00308
-0.46394876056626 -0.33116257003778 0.89808
-0.4834124094911 -0.28337269110839 0.783073
-0.50426236779088 -0.21685489117366 0.681885
-0.53186973547208 -0.17011333349524 0.57528
-0.55045233430303 -0.11242029125271 0.406158
-0.55028776569336 -0.078325031019492 0.369515
-0.58248390643896 -0.0119268594192 0.271506
-0.58877702314548 0.035178216909636 0.206675
-0.55338319661972 0.094695902910026 0.0773238
-0.53100881716756 0.1560088215272 0.00976466
-0.55165686092763 0.18831119864593 -0.0890882
-0.51101076932688 0.17014187877459 -0.203556
-0.5095660999783 0.17207230159996 -0.158633
-0.38419516970996 0.13881494727708 -0.128867
-0.28956613792462 0.11079265865309 -0.143274
-0.27393510811545 0.10125013997904 -0.105067
-0.25673215781855 0.089005549663107 -0.0639008
-0.22695131034216 0.069402687339718 -0.0898873
-0.24475852880866 0.065021627782001 -0.0870058
-0.25286589652257 0.057305494150533 -0.0377197
-0.23669043998202 0.05764529904613 -0.0447943
-0.2328867522903 0.042097381494313 -0.0529702
-0.24091936149282 0.027057450247384 -0.0134422
-0.24418509450268 0.033335298449474 0.0160272
-0.24605512436633 0.030909867260608 0.0235919
