# ProportionalXYA Uncorrected LinearSimpleXYA LinearFullXYA
2 0.380287564768 0.008918198274302 0.38831208555319 0.0018455171069676 0.50776727624 0.012637703507864 0.466135621028 0.011607042166956
4 0.337846902116 0.0072607347699088 0.38831208555319 0.0018455171069676 0.399510582732 0.0098783652818446 0.454650708088 0.012022744387744
6 0.315276533228 0.006685506184475 0.38831208555319 0.0018455171069676 0.349082097324 0.0080243456980872 0.407208223772 0.01029050294658
8 0.311612522336 0.0065272399125415 0.38831208555319 0.0018455171069676 0.335033544224 0.0074648596561982 0.354083290152 0.0090814666450091
10 0.310498018268 0.0062176459282565 0.38831208555319 0.0018455171069676 0.32332059716 0.0070903705659958 0.326811035012 0.0077307538802644
12 0.303005994368 0.0060547718951581 0.38831208555319 0.0018455171069676 0.3164887602 0.0068555294474141 0.30112982916 0.007164457870508
14 0.29988115398 0.0058723633787142 0.38831208555319 0.0018455171069676 0.307413270892 0.0066886748927337 0.294806675332 0.0069803030926889
16 0.29883637636 0.0058897958273598 0.38831208555319 0.0018455171069676 0.30793010454 0.0066220630538577 0.279118681272 0.0065477542308994
18 0.2965200406 0.0058021114535293 0.38831208555319 0.0018455171069676 0.30689631966 0.0066912422973452 0.271207588524 0.0063906474193457
20 0.29596369108 0.0057535219936581 0.38831208555319 0.0018455171069676 0.29618518478 0.0062316329803975 0.26801804102 0.0061444395839189
