2 -0.0009811760026 0.0011224393161383 1.17563869 0.024412612120122 -0.0025478125684 0.0010650358131593 1.165266426 0.025296079602357 0.001768863063 0.0015471792799053 1.064339802 0.0070934641240415
4 -0.00011759846216 0.00063969623511745 1.229002876 0.016300383207665 -0.0017498892324 0.00061538736800383 1.285245478 0.022193049046875 0.0018037543626 0.00075724619670683 1.068488122 0.0034787662402739
6 -0.0005181486332 0.00038755962507664 1.259122594 0.0091732994753068 -0.00086616475874 0.0003868899401829 1.249311502 0.014977518109442 0.0009738803062 0.0003808747341575 1.064967968 0.0017354222682622
8 -0.0004567841548 0.00025563556484313 1.279026616 0.0061695448440862 -0.00080843178546 0.00027927776658072 1.231734372 0.010982841167317 0.0007448142606 0.00027451788289391 1.06345874 0.0013650513314303
10 -0.00058950185964 0.00021793068884808 1.28085042 0.0045302737949465 -0.0003683579358 0.0002508683509575 1.222717668 0.0089702501388677 0.0005513351594 0.00022672387873655 1.06071026 0.00090886319239797
12 -0.00038897991392 0.00016979253315002 1.2844309 0.0039044563823169 -0.00054701921532 0.00021085469098266 1.217324436 0.007896814814025 0.00068222935936 0.0001706210988243 1.06149586 0.00078310156147368
14 -0.00034231584578 0.00013967132018413 1.2851763 0.0030041137197818 -0.00044422920554 0.00017715651656172 1.21106008 0.0068002886060337 0.00043721893162 0.0001611726725346 1.06061062 0.00067480332288102
16 -0.00063370079306 0.00012154394399374 1.2910985 0.0026850936061625 -7.509722312E-5 0.00015430217253334 1.20605698 0.0057578215194181 0.00061594344202 0.00013165946040458 1.05918568 0.00062629409366525
18 -0.00045464176942 9.7845699411823E-5 1.2925335 0.0022726734157607 -0.00043376891332 0.0001294540679644 1.20198198 0.0050700571533097 0.00063917056678 0.00011450471202935 1.05966348 0.00055171628235679
20 -0.000437660837944 7.6495995258845E-5 1.29484428 0.0018514295055705 -0.00037593937324 0.00010570606591516 1.1991085 0.0041781331203986 0.0005964901768 9.6747956086692E-5 1.05891366 0.00048817148023167
