2 0.004906518545 0.0011385865256049 1.354085376 0.036127456679227 -0.0040743238956 0.0011990648827318 1.304423502 0.039764458832503 -0.001988098566 0.0020036185360267 0.893925678 0.0089337340835363
4 0.00626638775038 0.00074900301553582 1.369699546 0.027730691446554 -0.004554018966 0.00089042018849498 1.40841307 0.037437331872711 -0.00018562627978 0.0010515169079595 0.909327568 0.0051264362102984
6 0.0058762282872 0.0005738899747882 1.360321196 0.019219773122152 -0.00506746001128 0.00067813134067774 1.525214992 0.030362237022993 -0.0021034313232 0.00067738965327355 0.910110712 0.0031850214684256
8 0.00553483869922 0.00044207371132053 1.38677616 0.015115102953354 -0.00489496967282 0.00054321402444862 1.52317874 0.02701350752903 -0.0024776516602 0.00051847287751775 0.906735224 0.0025812271015798
10 0.005744848512 0.00035432186395955 1.366290644 0.012585011015902 -0.0060456585902 0.00049570025879458 1.538713026 0.024635596503209 -0.0032181353521 0.0004501984944155 0.905066256 0.002150686600883
12 0.0060338507676 0.00030858175784327 1.38037468 0.0098678939440848 -0.0048117477894 0.00039673248414714 1.526970994 0.020435797708619 -0.00298992782076 0.00040036683996121 0.905470522 0.0019401399354907
14 0.005566616396392 0.00026262291675453 1.374510172 0.0085046432653185 -0.00497271423995 0.00035111016008916 1.538100564 0.018017143411131 -0.00321466046418 0.0003424754021583 0.903985314 0.0015459008842732
16 0.005506501062 0.00022181971109137 1.38057244 0.007421874626309 -0.0047716014256 0.00026931422845178 1.53762804 0.015871380219689 -0.003236974978262 0.00029928397990841 0.903735228 0.0014818501355917
18 0.00547683127 0.00018266249789366 1.38119406 0.0058674822790476 -0.0046810763938 0.00024078143376546 1.52352136 0.013317080654031 -0.0028183762449 0.0002803026005254 0.904157224 0.001321438163973
20 0.00519531666 0.00013517413611685 1.3816734 0.0046679864393151 -0.00472331319566 0.00019450778400304 1.52406802 0.010896179251967 -0.003103887099856 0.00024519142427024 0.902288192 0.0010306715165143
